hygiene_dns.ts,hygiene_dns.hour_of_day,hygiene_dns.day_of_week,hygiene_dns.uid,hygiene_dns.orig_host,hygiene_dns.orig_port,hygiene_dns.resp_host,hygiene_dns.resp_port,hygiene_dns.qtype_name,hygiene_dns.query,hygiene_dns.answers,hygiene_dns.ttls,hygiene_dns.registered_domain,hygiene_dns.tld,hygiene_dns.local_orig,hygiene_dns.local_resp,hygiene_dns.orig_mac,hygiene_dns.resp_mac,hygiene_dns.ds
1537858880.7792,0,Tue,CLV4jU2rSvAk3RaQ2e,134.968.38.940,47225,511.792.2.222,53,A,facebook.com,31.13.70.36,296.000000,facebook.com,com,T,T,-,-,2018-09-25
1537858939.663167,0,Tue,CukCx83rEC4fYyAQag,134.968.69.91,27595,511.792.2.222,53,A,facebook.com,31.13.70.36,149.000000,facebook.com,com,T,T,-,-,2018-09-25
1537858963.799269,0,Tue,CiTuQg2pYD8ViDZ8W2,134.968.7.325,53073,511.792.2.222,53,A,facebook.com,31.13.70.36,213.000000,facebook.com,com,T,T,-,-,2018-09-25
1537859030.079169,0,Tue,CQrxSJ2KQmc8jDdLLj,134.968.24.47,58050,511.792.2.222,53,A,facebook.com,31.13.70.36,59.000000,facebook.com,com,T,T,-,-,2018-09-25
1537859086.785039,0,Tue,CAi0eN13c7AVVya3U4,134.968.05.483,56285,511.792.2.222,53,A,facebook.com,31.13.70.36,90.000000,facebook.com,com,T,T,-,-,2018-09-25
1537859169.879233,0,Tue,CRVqwi30vZb7Mub0t7,134.968.05.9,57992,511.792.2.222,53,A,facebook.com,31.13.70.36,7.000000,facebook.com,com,T,T,-,-,2018-09-25
1537859206.31113,0,Tue,CTcxrP1OnJro2enaa1,134.968.53.51,54304,511.792.2.222,53,A,facebook.com,157.240.11.35,184.000000,facebook.com,com,T,T,-,-,2018-09-25
1537859399.043225,0,Tue,CkFKSrJiN8c4zCZw7,134.968.59.277,56186,511.792.2.222,53,A,facebook.com,31.13.70.36,76.000000,facebook.com,com,T,T,-,-,2018-09-25
1537859413.705588,0,Tue,CJYAqO3sz7r2ZQZ7L7,134.968.24.28,52150,511.792.2.222,53,A,facebook.com,157.240.11.35,277.000000,facebook.com,com,T,T,-,-,2018-09-25
1537859512.707178,0,Tue,CSaPC12PpeFfjb1wH8,134.968.05.9,51973,511.792.2.222,53,A,facebook.com,31.13.70.36,260.000000,facebook.com,com,T,T,-,-,2018-09-25
1537859761.967163,0,Tue,CYfm5BdtRGjawPipf,134.968.38.37,63742,511.792.2.222,53,A,facebook.com,31.13.70.36,11.000000,facebook.com,com,T,T,-,-,2018-09-25
1537859767.443213,0,Tue,C2VN6x3SF9l66lAmc5,134.968.19.52,61975,511.792.2.222,53,A,facebook.com,31.13.70.36,5.000000,facebook.com,com,T,T,-,-,2018-09-25
1537859798.683199,0,Tue,C0kfpqsY5bVBaVkih,134.968.052.696,42791,511.792.2.222,53,A,facebook.com,157.240.11.35,200.000000,facebook.com,com,T,T,-,-,2018-09-25
1537859799.687193,0,Tue,CJEFvw32oCu6XlJ0T6,134.968.052.696,1878,511.792.2.222,53,A,facebook.com,157.240.11.35,199.000000,facebook.com,com,T,T,-,-,2018-09-25
1537859903.547255,0,Tue,CDxnxu4jHsjHnSNHxg,134.968.47.557,63546,511.792.2.222,53,A,facebook.com,157.240.11.35,169.000000,facebook.com,com,T,T,-,-,2018-09-25
1537859949.838634,0,Tue,C5gIFm38ugEVpTfBRh,134.968.38.557,59027,511.792.2.222,53,A,facebook.com,157.240.11.35,49.000000,facebook.com,com,T,T,-,-,2018-09-25
1537860063.419224,0,Tue,CHjsqXtmWJnYIwhv5,134.968.38.557,60376,511.792.2.222,53,A,facebook.com,157.240.11.35,251.000000,facebook.com,com,T,T,-,-,2018-09-25
1537860096.344766,0,Tue,CHWss93ITY32ka2zd1,134.968.05.483,64561,511.792.2.222,53,A,facebook.com,31.13.70.36,274.000000,facebook.com,com,T,T,-,-,2018-09-25
1537860287.039264,0,Tue,C4UYlm2bl1tnkc0FN1,134.968.24.28,61274,511.792.2.222,53,A,facebook.com,157.240.11.35,28.000000,facebook.com,com,T,T,-,-,2018-09-25
1537860430.735161,0,Tue,C24xFA1URBfTFIEGa,134.968.38.557,49790,511.792.2.222,53,A,facebook.com,157.240.11.35,194.000000,facebook.com,com,T,T,-,-,2018-09-25
1537860516.459191,0,Tue,C2VE0i11RB2gJ1N8c2,134.968.47.780,56791,511.792.2.222,53,A,facebook.com,31.13.70.36,173.000000,facebook.com,com,T,T,-,-,2018-09-25
1537860728.832447,0,Tue,CxkiHvIuiIkmJNnp7,134.968.05.241,49343,511.792.2.222,53,A,facebook.com,31.13.70.36,260.000000,facebook.com,com,T,T,-,-,2018-09-25
1537860882.256846,0,Tue,C2adyvxgJOxmHwVn4,134.968.24.28,54143,511.792.2.222,53,A,facebook.com,31.13.70.36,49.000000,facebook.com,com,T,T,-,-,2018-09-25
1537860941.987263,0,Tue,CfG3pK2Qa63znQeV2f,134.968.19.52,27411,511.792.2.222,53,A,facebook.com,31.13.70.36,47.000000,facebook.com,com,T,T,-,-,2018-09-25
1537861039.927286,0,Tue,Cc1t5F6Aa5L692W,134.968.24.47,56859,511.792.2.222,53,A,facebook.com,31.13.70.36,192.000000,facebook.com,com,T,T,-,-,2018-09-25
1537861063.783173,0,Tue,CmNYUd4uHNgkEqaDgk,134.968.19.446,53592,511.792.2.222,53,A,facebook.com,31.13.70.36,239.000000,facebook.com,com,T,T,-,-,2018-09-25
1537861123.223138,0,Tue,Crur4A2crdxkZbppnc,134.968.59.07,49745,511.792.2.222,53,A,facebook.com,31.13.70.36,179.000000,facebook.com,com,T,T,-,-,2018-09-25
1537861152.527251,0,Tue,CCV80P2U7D91olrE7g,134.968.05.625,53348,511.792.2.222,53,A,facebook.com,31.13.70.36,79.000000,facebook.com,com,T,T,-,-,2018-09-25
1537861200.507197,0,Tue,Cze8952C3TKsECNcJc,134.968.53.94,61450,511.792.2.222,53,A,facebook.com,31.13.70.36,31.000000,facebook.com,com,T,T,-,-,2018-09-25
1537861324.107254,0,Tue,Cv7rkd1mNOZEYmlNX2,134.968.71.416,33508,511.792.2.222,53,A,facebook.com,31.13.70.36,284.000000,facebook.com,com,T,T,-,-,2018-09-25
1537861393.843186,0,Tue,CjExGHDpuPHizhft5,134.968.19.86,60475,511.792.2.222,53,A,facebook.com,31.13.70.36,149.000000,facebook.com,com,T,T,-,-,2018-09-25
1537861575.263191,0,Tue,CZXutBeKKmzXoWq7a,134.968.47.018,56563,511.792.2.222,53,A,facebook.com,31.13.70.36,266.000000,facebook.com,com,T,T,-,-,2018-09-25
1537861575.299175,0,Tue,Czz9xA114ceMkaWKSk,134.968.47.018,53728,511.792.2.222,53,A,facebook.com,31.13.70.36,266.000000,facebook.com,com,T,T,-,-,2018-09-25
1537861582.555254,0,Tue,CfELmf2We1toD8yR5h,134.968.38.557,60418,511.792.2.222,53,A,facebook.com,31.13.70.36,259.000000,facebook.com,com,T,T,-,-,2018-09-25
1537861994.25927,0,Tue,CoRkub1vosFz0gigx,134.968.47.06,32108,511.792.2.222,53,A,facebook.com,31.13.70.36,246.000000,facebook.com,com,T,T,-,-,2018-09-25
1537862000.783207,0,Tue,CzxmnR1opnoszt4Ut,134.968.05.31,56542,511.792.2.222,53,A,facebook.com,31.13.70.36,240.000000,facebook.com,com,T,T,-,-,2018-09-25
1537862007.687222,0,Tue,Cw8xKbiPVD3iPOUVh,134.968.19.874,1792,511.792.2.222,53,A,facebook.com,31.13.70.36,233.000000,facebook.com,com,T,T,-,-,2018-09-25
1537862145.12717,0,Tue,CPkFD8423Bb49r0aX4,134.968.38.37,55026,511.792.2.222,53,A,facebook.com,31.13.70.36,95.000000,facebook.com,com,T,T,-,-,2018-09-25
1537862311.427152,0,Tue,Cr2ogu4DUsYT2wcG8c,134.968.05.31,53315,511.792.2.222,53,A,facebook.com,31.13.70.36,240.000000,facebook.com,com,T,T,-,-,2018-09-25
1537862348.107211,0,Tue,CpD87f36S2yh7jzCra,134.968.47.56,22819,511.792.2.222,53,A,facebook.com,31.13.70.36,204.000000,facebook.com,com,T,T,-,-,2018-09-25
1537862414.007256,1,Tue,CMgCz4SLRpGWk7APi,134.968.052.214,12619,511.792.2.222,53,A,facebook.com,31.13.70.36,138.000000,facebook.com,com,T,T,-,-,2018-09-25
1537862641.523166,1,Tue,Cj3pP83xGpMd4vyf2j,134.968.05.31,15632,511.792.2.222,53,A,facebook.com,31.13.70.36,208.000000,facebook.com,com,T,T,-,-,2018-09-25
1537862814.879269,1,Tue,CHjg2W2YNP4jjlfb25,134.968.052.696,48858,511.792.2.222,53,A,facebook.com,31.13.70.36,250.000000,facebook.com,com,T,T,-,-,2018-09-25
1537863048.635217,1,Tue,COy8FZ1tg3BqB89ij6,134.968.05.31,60006,511.792.2.222,53,A,facebook.com,31.13.70.36,99.000000,facebook.com,com,T,T,-,-,2018-09-25
1537863090.023193,1,Tue,CefmwJ1eNOenwgX0l5,134.968.19.780,23903,511.792.2.222,53,A,facebook.com,157.240.11.35,280.000000,facebook.com,com,T,T,-,-,2018-09-25
1537863127.243174,1,Tue,C06p2e4eQlk3xuwR33,134.968.05.926,63622,511.792.2.222,53,A,facebook.com,157.240.11.35,242.000000,facebook.com,com,T,T,-,-,2018-09-25
1537863277.699226,1,Tue,CGNvDi5pybe3OmfM7,134.968.53.89,50930,511.792.2.222,53,A,facebook.com,31.13.70.36,181.000000,facebook.com,com,T,T,-,-,2018-09-25
1537863331.699252,1,Tue,CwQmSi4jetlywKorac,134.968.38.53,59762,511.792.2.222,53,A,facebook.com,31.13.70.36,127.000000,facebook.com,com,T,T,-,-,2018-09-25
1537863487.807142,1,Tue,CugzLr4W5kiIjCoKBl,134.968.38.918,24423,511.792.2.222,53,A,facebook.com,31.13.70.36,181.000000,facebook.com,com,T,T,-,-,2018-09-25
1537863573.059227,1,Tue,C9tyZa3t54mAqVzPt5,134.968.38.37,59337,511.792.2.222,53,A,facebook.com,157.240.11.35,200.000000,facebook.com,com,T,T,-,-,2018-09-25
1537863653.579167,1,Tue,Cr9fTeEZfMZ7W5Dz,134.968.59.277,58067,511.792.2.222,53,A,facebook.com,157.240.11.35,119.000000,facebook.com,com,T,T,-,-,2018-09-25
1537863684.575269,1,Tue,CWzeVi3mlIc7LNN7Ha,134.968.69.51,49217,511.792.2.222,53,A,facebook.com,157.240.11.35,88.000000,facebook.com,com,T,T,-,-,2018-09-25
1537863703.623283,1,Tue,CBgmEN3XnnI4MCXEi5,134.968.052.696,31881,511.792.2.222,53,A,facebook.com,157.240.11.35,300.000000,facebook.com,com,T,T,-,-,2018-09-25
1537863767.003196,1,Tue,CkJdHw1mKuwMzKmgF6,134.968.69.237,62879,511.792.2.222,53,A,facebook.com,157.240.11.35,6.000000,facebook.com,com,T,T,-,-,2018-09-25
1537863806.223194,1,Tue,CxX4yfzdP1ACRrGJ9,134.968.19.86,64223,511.792.2.222,53,A,facebook.com,157.240.11.35,197.000000,facebook.com,com,T,T,-,-,2018-09-25
1537863912.087128,1,Tue,CIZ4KyFeNTbJRq2j6,134.968.69.237,54010,511.792.2.222,53,A,facebook.com,31.13.70.36,178.000000,facebook.com,com,T,T,-,-,2018-09-25
1537863918.819198,1,Tue,Cik8m81FUWMB3hk0M2,134.968.69.06,21471,511.792.2.222,53,A,facebook.com,31.13.70.36,171.000000,facebook.com,com,T,T,-,-,2018-09-25
1537864041.383257,1,Tue,CBgRIj1jVXALrlbEe1,134.968.38.37,63686,511.792.2.222,53,A,facebook.com,31.13.70.36,48.000000,facebook.com,com,T,T,-,-,2018-09-25
1537864111.319243,1,Tue,CDpXjYw75UvDo4QY3,134.968.05.31,8946,511.792.2.222,53,A,facebook.com,157.240.11.35,300.000000,facebook.com,com,T,T,-,-,2018-09-25
1537864166.567201,1,Tue,CQsXnh29HODQnGsEt9,134.968.052.214,14856,511.792.2.222,53,A,facebook.com,157.240.11.35,245.000000,facebook.com,com,T,T,-,-,2018-09-25
1537864346.599214,1,Tue,Cig88psiwMF5O5oRa,134.968.69.06,8654,511.792.2.222,53,A,facebook.com,157.240.11.35,65.000000,facebook.com,com,T,T,-,-,2018-09-25
1537864357.799243,1,Tue,CPzvBW0hbcrbebVse,134.968.38.37,54297,511.792.2.222,53,A,facebook.com,157.240.11.35,54.000000,facebook.com,com,T,T,-,-,2018-09-25
1537864483.823261,1,Tue,CaZZFd1BAd6ugkTji8,134.968.42.112,21903,511.792.2.222,53,A,facebook.com,157.240.11.35,121.000000,facebook.com,com,T,T,-,-,2018-09-25
1537864669.515273,1,Tue,CJhY0I2ak9lAn2n5mg,134.968.69.06,65232,511.792.2.222,53,A,facebook.com,157.240.11.35,44.000000,facebook.com,com,T,T,-,-,2018-09-25
1537864765.139158,1,Tue,CuIUAVYPpwMTjnHFl,134.968.69.06,28020,511.792.2.222,53,A,facebook.com,157.240.11.35,246.000000,facebook.com,com,T,T,-,-,2018-09-25
1537864807.647208,1,Tue,CTN9Aw7yfOPSon1ni,134.968.05.31,53253,511.792.2.222,53,A,facebook.com,157.240.11.35,204.000000,facebook.com,com,T,T,-,-,2018-09-25
1537864825.787137,1,Tue,CxiIUQjNbtqX6gGEd,134.968.19.62,38212,511.792.2.222,53,A,facebook.com,31.13.70.36,86.000000,facebook.com,com,T,T,-,-,2018-09-25
1537864912.063153,1,Tue,CJjMwb22b9iwDXy4N5,134.968.052.214,39823,511.792.2.222,53,A,facebook.com,157.240.11.35,100.000000,facebook.com,com,T,T,-,-,2018-09-25
1537864933.219277,1,Tue,C2BbFd52HzMdmW369,134.968.38.37,50959,511.792.2.222,53,A,facebook.com,157.240.11.35,78.000000,facebook.com,com,T,T,-,-,2018-09-25
1537865320.323161,1,Tue,C5OkZUOIQALlan38i,134.968.19.98,52217,511.792.2.222,53,A,facebook.com,157.240.11.35,231.000000,facebook.com,com,T,T,-,-,2018-09-25
1537865922.435161,1,Tue,CwqnL98mux1zM3pl,134.968.47.205,50818,511.792.2.222,53,A,facebook.com,157.240.11.35,252.000000,facebook.com,com,T,T,-,-,2018-09-25
1537866260.499233,2,Tue,C9IY6I83KAoYODmDb,134.968.1.460,53809,511.792.2.222,53,A,facebook.com,31.13.70.36,213.000000,facebook.com,com,T,T,-,-,2018-09-25
1537866783.591222,2,Tue,CTLaJb4yhS4p3aHq2i,134.968.19.55,16976,511.792.2.222,53,A,facebook.com,157.240.11.35,48.000000,facebook.com,com,T,T,-,-,2018-09-25
1537866833.667252,2,Tue,CzuDccvMKVU5pvaXd,134.968.69.806,64463,511.792.2.222,53,A,facebook.com,31.13.70.36,63.000000,facebook.com,com,T,T,-,-,2018-09-25
1537866950.434688,2,Tue,CnRqC91HUYiaOyQl6e,134.968.53.470,50766,511.792.2.222,53,A,facebook.com,31.13.70.36,250.000000,facebook.com,com,T,T,-,-,2018-09-25
1537866991.303155,2,Tue,CGOkuI3MtiaP0xrUVb,134.968.69.06,59637,511.792.2.222,53,A,facebook.com,31.13.70.36,209.000000,facebook.com,com,T,T,-,-,2018-09-25
1537867125.943223,2,Tue,CfvPYr1UTnDtIvnyo,134.968.53.112,62208,511.792.2.222,53,A,facebook.com,31.13.70.36,75.000000,facebook.com,com,T,T,-,-,2018-09-25
1537867201.319155,2,Tue,CxRXDD1f7dfARcOXbd,134.968.53.557,62514,511.792.2.222,53,A,facebook.com,31.13.70.36,300.000000,facebook.com,com,T,T,-,-,2018-09-25
1537867277.531223,2,Tue,CO62Ml17qa5mqCpmE2,134.968.47.38,39258,511.792.2.222,53,A,facebook.com,31.13.70.36,182.000000,facebook.com,com,T,T,-,-,2018-09-25
1537867385.483164,2,Tue,CX5e284UJtlASeZFvd,134.968.19.62,40636,511.792.2.222,53,A,facebook.com,31.13.70.36,74.000000,facebook.com,com,T,T,-,-,2018-09-25
1537867712.65922,2,Tue,CDH8EQ2vgJwVOAXZL8,134.968.5.06,64350,511.792.2.222,53,A,facebook.com,31.13.70.36,93.000000,facebook.com,com,T,T,-,-,2018-09-25
1537868118.26323,2,Tue,C0LhCF4y69I4p4YgH,134.968.53.557,57984,511.792.2.222,53,A,facebook.com,157.240.11.35,300.000000,facebook.com,com,T,T,-,-,2018-09-25
1537868186.243224,2,Tue,CSYuYr45VLRvqTuD0k,134.968.47.49,64917,511.792.2.222,53,A,facebook.com,157.240.11.35,232.000000,facebook.com,com,T,T,-,-,2018-09-25
1537868186.443221,2,Tue,CgSH6i1Yhy07XtGmzk,134.968.47.49,54535,511.792.2.222,53,A,facebook.com,157.240.11.35,232.000000,facebook.com,com,T,T,-,-,2018-09-25
1537868453.743238,2,Tue,CJIZEZ2kTxy7QyalI2,134.968.05.409,63500,511.792.2.222,53,A,facebook.com,157.240.11.35,300.000000,facebook.com,com,T,T,-,-,2018-09-25
1537868539.139257,2,Tue,ChQagGUdairRv3Cg7,134.968.53.557,49949,511.792.2.222,53,A,facebook.com,157.240.11.35,214.000000,facebook.com,com,T,T,-,-,2018-09-25
1537868708.827166,2,Tue,CQhNOQ1q8IJekexsx4,134.968.05.409,36286,511.792.2.222,53,A,facebook.com,157.240.11.35,45.000000,facebook.com,com,T,T,-,-,2018-09-25
1537868807.179165,2,Tue,CUyRnX3VaTmP5msYh4,134.968.53.557,60047,511.792.2.222,53,A,facebook.com,157.240.11.35,273.000000,facebook.com,com,T,T,-,-,2018-09-25
1537868934.715299,2,Tue,C4qScz2rYVEosann42,134.968.69.92,59530,511.792.2.222,53,A,facebook.com,157.240.11.35,146.000000,facebook.com,com,T,T,-,-,2018-09-25
1537869119.275225,2,Tue,CqffEZ1CZQj8zEX404,134.968.47.49,54247,511.792.2.222,53,A,facebook.com,31.13.70.36,300.000000,facebook.com,com,T,T,-,-,2018-09-25
1537869146.047268,2,Tue,Cyaqyh1H5X268EGJ6,134.968.69.37,54535,511.792.2.222,53,A,facebook.com,157.240.11.35,177.000000,facebook.com,com,T,T,-,-,2018-09-25
1537869149.01118,2,Tue,CInFUR3taAv3DnPoib,134.968.052.696,4939,511.792.2.222,53,A,facebook.com,157.240.11.35,174.000000,facebook.com,com,T,T,-,-,2018-09-25
1537869203.787259,2,Tue,CnUZ7o4yVfnUZQy3Wg,134.968.05.214,59349,511.792.2.222,53,A,facebook.com,31.13.70.36,216.000000,facebook.com,com,T,T,-,-,2018-09-25
1537869547.767149,2,Tue,CymL1qlFC6XdMRz87,134.968.06.127,50692,511.792.2.222,53,A,facebook.com,157.240.11.35,148.000000,facebook.com,com,T,T,-,-,2018-09-25
1537869547.775189,2,Tue,CymL1qlFC6XdMRz87,134.968.06.127,50692,511.792.2.222,53,A,facebook.com,157.240.11.35,148.000000,facebook.com,com,T,T,-,-,2018-09-25
1537869653.751238,3,Tue,CAvsmk4ryk1XVo13k7,134.968.052.696,49287,511.792.2.222,53,A,facebook.com,157.240.11.35,42.000000,facebook.com,com,T,T,-,-,2018-09-25
1537869653.763202,3,Tue,CnQePa2BmkzswlNKz3,134.968.052.696,3369,511.792.2.222,53,A,facebook.com,157.240.11.35,42.000000,facebook.com,com,T,T,-,-,2018-09-25
1537869839.911173,3,Tue,C1uI5541hInMPrDuwf,134.968.69.96,49850,511.792.2.222,53,A,facebook.com,157.240.11.35,204.000000,facebook.com,com,T,T,-,-,2018-09-25
1537870071.951272,3,Tue,Cu7R1r2skAwr4tbe57,134.968.59.774,60761,511.792.2.222,53,A,facebook.com,31.13.70.36,300.000000,facebook.com,com,T,T,-,-,2018-09-25
1537870501.355283,3,Tue,CpB6lR1jYg9HhurgC3,134.968.47.49,50082,511.792.2.222,53,A,facebook.com,157.240.11.35,186.000000,facebook.com,com,T,T,-,-,2018-09-25
1537870545.783257,3,Tue,CPgAFV3hLc5SS2PTx3,134.968.59.319,64266,511.792.2.222,53,A,facebook.com,31.13.70.36,132.000000,facebook.com,com,T,T,-,-,2018-09-25
1537870557.179188,3,Tue,CJEx6t1SPsxsP45Zqj,134.968.53.812,61016,511.792.2.222,53,A,facebook.com,31.13.70.36,120.000000,facebook.com,com,T,T,-,-,2018-09-25
1537871135.895254,3,Tue,CBR7aq4UnnAPOF56Ya,134.968.69.96,59325,511.792.2.222,53,A,facebook.com,157.240.11.35,188.000000,facebook.com,com,T,T,-,-,2018-09-25
1537871434.9632,3,Tue,CFQDyk4CL0PrMXXHWl,134.968.59.918,54741,511.792.2.222,53,A,facebook.com,31.13.70.36,212.000000,facebook.com,com,T,T,-,-,2018-09-25
1537871454.439281,3,Tue,CTCxTYlj9uWYp2RQ3,134.968.69.96,50968,511.792.2.222,53,A,facebook.com,31.13.70.36,192.000000,facebook.com,com,T,T,-,-,2018-09-25
1537871477.963158,3,Tue,ChHGKw2OTs7wiIiQ79,134.968.69.806,51308,511.792.2.222,53,A,facebook.com,31.13.70.36,169.000000,facebook.com,com,T,T,-,-,2018-09-25
1537871478.011172,3,Tue,CPEoLsSLH4YrkjYQb,134.968.69.806,55127,511.792.2.222,53,A,facebook.com,31.13.70.36,169.000000,facebook.com,com,T,T,-,-,2018-09-25
1537871478.179154,3,Tue,CPEoLsSLH4YrkjYQb,134.968.69.806,55127,511.792.2.222,53,A,facebook.com,31.13.70.36,168.000000,facebook.com,com,T,T,-,-,2018-09-25
1537871511.063294,3,Tue,Cu5Omj1PGdcGjPQsre,134.968.47.49,58363,511.792.2.222,53,A,facebook.com,31.13.70.36,136.000000,facebook.com,com,T,T,-,-,2018-09-25
1537871980.287196,3,Tue,CwM0Dk439GYy9hT6Gk,134.968.06.092,55169,511.792.2.222,53,A,facebook.com,31.13.70.36,57.000000,facebook.com,com,T,T,-,-,2018-09-25
1537872144.991157,3,Tue,CuGcBL3py39KVrJXxk,134.968.06.092,62962,511.792.2.222,53,A,facebook.com,157.240.11.35,272.000000,facebook.com,com,T,T,-,-,2018-09-25
1537872634.255149,3,Tue,CKLT5o4M9Hqyu0qYL7,134.968.06.127,55866,511.792.2.222,53,A,facebook.com,31.13.70.36,300.000000,facebook.com,com,T,T,-,-,2018-09-25
1537872634.28324,3,Tue,CKLT5o4M9Hqyu0qYL7,134.968.06.127,55866,511.792.2.222,53,A,facebook.com,31.13.70.36,300.000000,facebook.com,com,T,T,-,-,2018-09-25
1537872634.439265,3,Tue,CKLT5o4M9Hqyu0qYL7,134.968.06.127,55866,511.792.2.222,53,A,facebook.com,31.13.70.36,300.000000,facebook.com,com,T,T,-,-,2018-09-25
1537872634.443146,3,Tue,CKLT5o4M9Hqyu0qYL7,134.968.06.127,55866,511.792.2.222,53,A,facebook.com,31.13.70.36,300.000000,facebook.com,com,T,T,-,-,2018-09-25
1537872634.479143,3,Tue,CKLT5o4M9Hqyu0qYL7,134.968.06.127,55866,511.792.2.222,53,A,facebook.com,31.13.70.36,300.000000,facebook.com,com,T,T,-,-,2018-09-25
1537872634.623245,3,Tue,Ck2Wk64wjwmc2fOCUl,134.968.06.127,49321,511.792.2.222,53,A,facebook.com,31.13.70.36,300.000000,facebook.com,com,T,T,-,-,2018-09-25
1537872634.623245,3,Tue,Ck2Wk64wjwmc2fOCUl,134.968.06.127,49321,511.792.2.222,53,A,facebook.com,31.13.70.36,300.000000,facebook.com,com,T,T,-,-,2018-09-25
1537872634.651248,3,Tue,Ck2Wk64wjwmc2fOCUl,134.968.06.127,49321,511.792.2.222,53,A,facebook.com,31.13.70.36,300.000000,facebook.com,com,T,T,-,-,2018-09-25
1537872710.207157,3,Tue,CJFRQBznshR01f7D3,134.968.19.710,50290,511.792.2.222,53,A,facebook.com,31.13.70.36,224.000000,facebook.com,com,T,T,-,-,2018-09-25
1537872970.143267,3,Tue,CQG45SF3oIokVPpk2,134.968.06.670,60154,511.792.2.222,53,A,facebook.com,31.13.70.36,216.000000,facebook.com,com,T,T,-,-,2018-09-25
1537873127.91126,3,Tue,C0xAkdFyvEaK2Uy9c,134.968.05.409,51868,511.792.2.222,53,A,facebook.com,31.13.70.36,59.000000,facebook.com,com,T,T,-,-,2018-09-25
1537873351.587248,4,Tue,C6UPav2eo9uuuBXsS8,134.968.052.696,12656,511.792.2.222,53,A,facebook.com,157.240.11.35,271.000000,facebook.com,com,T,T,-,-,2018-09-25
1537873351.595275,4,Tue,C9KCrvNQGTmQh9mY7,134.968.052.696,40640,511.792.2.222,53,A,facebook.com,157.240.11.35,271.000000,facebook.com,com,T,T,-,-,2018-09-25
1537873394.291156,4,Tue,CAJXL52fW4KNi7enXa,134.968.05.409,58901,511.792.2.222,53,A,facebook.com,157.240.11.35,159.000000,facebook.com,com,T,T,-,-,2018-09-25
1537873752.391158,4,Tue,CPAG3vTcKZbNETRWf,134.968.53.764,62870,511.792.2.222,53,A,facebook.com,157.240.11.35,300.000000,facebook.com,com,T,T,-,-,2018-09-25
1537873784.123172,4,Tue,CVDMEt22Dj8zZ9H9jj,134.968.69.86,61792,511.792.2.222,53,A,facebook.com,31.13.70.36,225.000000,facebook.com,com,T,T,-,-,2018-09-25
1537874139.479232,4,Tue,Cqi91l1IzCY2jOUAe4,134.968.69.86,14005,511.792.2.222,53,A,facebook.com,31.13.70.36,300.000000,facebook.com,com,T,T,-,-,2018-09-25
1537875004.315118,4,Tue,CIQqVV181fF4174gH5,134.968.05.409,55060,511.792.2.222,53,A,facebook.com,157.240.11.35,300.000000,facebook.com,com,T,T,-,-,2018-09-25
1537875564.787185,4,Tue,Cgodwb17J0PeBtaicc,134.968.59.505,63631,511.792.2.222,53,A,facebook.com,157.240.11.35,63.000000,facebook.com,com,T,T,-,-,2018-09-25
1537875735.75518,4,Tue,CofJN71XaKmROnw97k,134.968.59.891,58006,511.792.2.222,53,A,facebook.com,31.13.70.36,300.000000,facebook.com,com,T,T,-,-,2018-09-25
1537876316.423203,4,Tue,C20Hl74AtkBz6TTBM7,134.968.59.63,64825,511.792.2.222,53,A,facebook.com,31.13.70.36,181.000000,facebook.com,com,T,T,-,-,2018-09-25
1537876365.643263,4,Tue,CfxAWK1TPIfgrFmeIl,134.968.53.3,57378,511.792.2.222,53,A,facebook.com,31.13.70.36,132.000000,facebook.com,com,T,T,-,-,2018-09-25
1537876410.367249,4,Tue,C7QwJvGP1tuNnvMOf,134.968.69.78,53121,511.792.2.222,53,A,facebook.com,31.13.70.36,300.000000,facebook.com,com,T,T,-,-,2018-09-25
1537876577.659229,4,Tue,C9Hbec2THimD0cEWXl,134.968.05.56,55987,511.792.2.222,53,A,facebook.com,31.13.70.36,133.000000,facebook.com,com,T,T,-,-,2018-09-25
1537876633.247196,4,Tue,CNJxzi2SIyjvfuNszf,134.968.53.3,53241,511.792.2.222,53,A,facebook.com,157.240.11.35,167.000000,facebook.com,com,T,T,-,-,2018-09-25
1537876654.219273,4,Tue,CAEVhe44NXjK1vumAl,134.968.38.34,46951,511.792.2.222,53,A,facebook.com,157.240.11.35,146.000000,facebook.com,com,T,T,-,-,2018-09-25
1537877770.475248,5,Tue,CAd2Ax486gbmbgbAcl,134.968.69.870,39246,511.792.2.222,53,A,facebook.com,31.13.70.36,118.000000,facebook.com,com,T,T,-,-,2018-09-25
1537877838.419161,5,Tue,CLNKI2MhYSAsxGv5j,134.968.53.45,60148,511.792.2.222,53,A,facebook.com,31.13.70.36,50.000000,facebook.com,com,T,T,-,-,2018-09-25
1537877958.58724,5,Tue,CQv1pG3pPpdstgMP37,134.968.19.897,4562,511.792.2.222,53,A,facebook.com,157.240.11.35,253.000000,facebook.com,com,T,T,-,-,2018-09-25
1537878352.039184,5,Tue,CGZP8x4PBxDQWEzqXe,134.968.38.084,36986,511.792.2.222,53,A,facebook.com,157.240.11.35,4.000000,facebook.com,com,T,T,-,-,2018-09-25
1537878475.399151,5,Tue,CnIfYx1eOWFn0Ko1K6,134.968.69.825,63321,511.792.2.222,53,A,facebook.com,157.240.11.35,140.000000,facebook.com,com,T,T,-,-,2018-09-25
